Event       N.clusters       Cluster #       Edepionization     E/cluster      x-pos       y-pos       z-pos
515            53               35               0.001351          0.000025        -0.000       0.000       5.437
515            53               36               0.001351          0.000025        -0.000       0.000       3.788
515            53               37               0.001351          0.000025        -0.000       0.000       4.909
515            53               38               0.001351          0.000025        -0.000       0.000       3.474
515            53               39               0.001351          0.000025        -0.000       0.000       3.609
515            53               40               0.001351          0.000025        -0.000       0.000       5.142
515            53               41               0.001351          0.000025        -0.000       0.000       5.811
515            53               42               0.001351          0.000025        -0.000       0.000       4.685
515            53               43               0.001351          0.000025        -0.000       0.000       4.218
515            53               44               0.001351          0.000025        -0.000       0.000       5.597
515            53               45               0.001351          0.000025        -0.000       0.000       4.378
515            53               46               0.001351          0.000025        -0.000       0.000       5.264
515            53               47               0.001351          0.000025        -0.000       0.000       4.510
515            53               48               0.001351          0.000025        -0.000       0.000       3.661
515            53               49               0.001351          0.000025        -0.000       0.000       4.749
515            53               50               0.001351          0.000025        -0.000       0.000       3.511
515            53               51               0.001351          0.000025        -0.000       0.000       5.362
515            53               52               0.001351          0.000025        -0.000       0.000       4.858
516            18               0               0.000449          0.000025        0.000       -0.000       5.124
516            18               1               0.000449          0.000025        0.000       -0.000       6.131
516            18               2               0.000449          0.000025        0.000       -0.000       5.172
516            18               3               0.000449          0.000025        0.000       -0.000       5.806
516            18               4               0.000449          0.000025        0.000       -0.000       5.106
516            18               5               0.000449          0.000025        0.000       -0.000       4.078
516            18               6               0.000449          0.000025        0.000       -0.000       5.672
516            18               7               0.000449          0.000025        0.000       -0.000       3.949
516            18               8               0.000449          0.000025        0.000       -0.000       4.047
516            18               9               0.000449          0.000025        0.000       -0.000       4.192
516            18               10               0.000449          0.000025        0.000       -0.000       4.698
516            18               11               0.000449          0.000025        0.000       -0.000       3.891
516            18               12               0.000449          0.000025        0.000       -0.000       5.644
516            18               13               0.000449          0.000025        0.000       -0.000       6.361
516            18               14               0.000449          0.000025        -10000.000       -10000.000       -10000.000
516            18               15               0.000449          0.000025        -10000.000       -10000.000       -10000.000
516            18               16               0.000449          0.000025        -10000.000       -10000.000       -10000.000
516            18               17               0.000449          0.000025        -10000.000       -10000.000       -10000.000
517            21               0               0.000639          0.000030        0.000       -0.000       6.080
517            21               1               0.000639          0.000030        0.000       -0.000       5.400
517            21               2               0.000639          0.000030        0.000       -0.000       5.550
517            21               3               0.000639          0.000030        0.000       -0.000       3.389
517            21               4               0.000639          0.000030        0.000       -0.000       6.183
517            21               5               0.000639          0.000030        0.000       -0.000       4.997
517            21               6               0.000639          0.000030        0.000       -0.000       4.302
517            21               7               0.000639          0.000030        0.000       -0.000       5.787
517            21               8               0.000639          0.000030        0.000       -0.000       4.476
517            21               9               0.000639          0.000030        0.000       -0.000       4.571
517            21               10               0.000639          0.000030        0.000       -0.000       4.432
517            21               11               0.000639          0.000030        0.000       -0.000       3.510
517            21               12               0.000639          0.000030        0.000       -0.000       3.515
517            21               13               0.000639          0.000030        0.000       -0.000       5.848
517            21               14               0.000639          0.000030        0.000       -0.000       5.521
517            21               15               0.000639          0.000030        0.000       -0.000       6.283
517            21               16               0.000639          0.000030        0.000       -0.000       5.839
517            21               17               0.000639          0.000030        0.000       -0.000       4.372
517            21               18               0.000639          0.000030        0.000       -0.000       3.926
517            21               19               0.000639          0.000030        0.000       -0.000       5.482
517            21               20               0.000639          0.000030        0.000       -0.000       4.469
518            22               0               0.000681          0.000031        0.000       0.000       3.967
518            22               1               0.000681          0.000031        0.000       -0.000       3.630
518            22               2               0.000681          0.000031        0.000       -0.000       3.401
518            22               3               0.000681          0.000031        0.000       -0.000       3.375
518            22               4               0.000681          0.000031        0.000       0.000       6.046
518            22               5               0.000681          0.000031        0.000       0.000       5.806
518            22               6               0.000681          0.000031        0.000       0.000       5.901
518            22               7               0.000681          0.000031        0.000       0.000       5.000
518            22               8               0.000681          0.000031        0.000       0.000       4.481
518            22               9               0.000681          0.000031        0.000       0.000       4.591
518            22               10               0.000681          0.000031        0.000       0.000       5.500
518            22               11               0.000681          0.000031        0.000       0.000       4.603
518            22               12               0.000681          0.000031        0.000       -0.000       3.531
518            22               13               0.000681          0.000031        0.000       0.000       5.524
518            22               14               0.000681          0.000031        0.000       -0.000       3.544
518            22               15               0.000681          0.000031        0.000       0.000       4.075
518            22               16               0.000681          0.000031        0.000       0.000       4.065
518            22               17               0.000681          0.000031        0.000       0.000       5.642
518            22               18               0.000681          0.000031        0.000       0.000       4.271
518            22               19               0.000681          0.000031        0.000       -0.000       3.660
518            22               20               0.000681          0.000031        0.000       0.000       5.861
518            22               21               0.000681          0.000031        0.000       0.000       5.752
519            42               0               0.001136          0.000027        -0.000       -0.000       4.497
519            42               1               0.001136          0.000027        -0.000       -0.000       4.640
519            42               2               0.001136          0.000027        -0.000       -0.000       6.010
519            42               3               0.001136          0.000027        -0.000       -0.000       4.344
519            42               4               0.001136          0.000027        -0.000       -0.000       5.065
519            42               5               0.001136          0.000027        -0.000       -0.000       5.734
519            42               6               0.001136          0.000027        -0.000       -0.000       5.245
519            42               7               0.001136          0.000027        -0.000       -0.000       4.350
519            42               8               0.001136          0.000027        -0.000       -0.000       4.558
519            42               9               0.001136          0.000027        -0.000       -0.000       4.364
519            42               10               0.001136          0.000027        -0.000       -0.000       5.576
519            42               11               0.001136          0.000027        -0.000       -0.000       6.333
519            42               12               0.001136          0.000027        -0.000       -0.000       5.550
519            42               13               0.001136          0.000027        -0.000       -0.000       6.364
519            42               14               0.001136          0.000027        0.000       -0.000       3.632
519            42               15               0.001136          0.000027        -0.000       -0.000       4.701
519            42               16               0.001136          0.000027        -0.000       -0.000       6.119
519            42               17               0.001136          0.000027        0.000       -0.000       3.407
519            42               18               0.001136          0.000027        -0.000       -0.000       5.701
519            42               19               0.001136          0.000027        -0.000       -0.000       5.668
519            42               20               0.001136          0.000027        -0.000       -0.000       6.266
519            42               21               0.001136          0.000027        -0.000       -0.000       6.279
519            42               22               0.001136          0.000027        -0.000       -0.000       4.018
519            42               23               0.001136          0.000027        -0.000       -0.000       4.516
519            42               24               0.001136          0.000027        -0.000       -0.000       3.870
519            42               25               0.001136          0.000027        -0.000       -0.000       4.429
519            42               26               0.001136          0.000027        -0.000       -0.000       5.580
519            42               27               0.001136          0.000027        0.000       -0.000       3.470
519            42               28               0.001136          0.000027        -0.000       -0.000       4.669
519            42               29               0.001136          0.000027        -0.000       -0.000       4.334
519            42               30               0.001136          0.000027        0.000       -0.000       3.561
519            42               31               0.001136          0.000027        -0.000       -0.000       6.298
519            42               32               0.001136          0.000027        -0.000       -0.000       6.274
519            42               33               0.001136          0.000027        -0.000       -0.000       3.807
519            42               34               0.001136          0.000027        -0.000       -0.000       5.455
519            42               35               0.001136          0.000027        -0.000       -0.000       4.496
519            42               36               0.001136          0.000027        -0.000       -0.000       4.632
519            42               37               0.001136          0.000027        -0.000       -0.000       4.906
519            42               38               0.001136          0.000027        -0.000       -0.000       5.765
519            42               39               0.001136          0.000027        -0.000       -0.000       5.304
519            42               40               0.001136          0.000027        -0.000       -0.000       4.070
519            42               41               0.001136          0.000027        -0.000       -0.000       3.813
520            33               0               0.000973          0.000029        -0.000       0.000       3.835
520            33               1               0.000973          0.000029        -0.000       0.000       4.508
520            33               2               0.000973          0.000029        -0.000       0.000       6.305
520            33               3               0.000973          0.000029        -0.000       0.000       5.176
520            33               4               0.000973          0.000029        -0.000       0.000       6.298
520            33               5               0.000973          0.000029        -0.000       0.000       5.754
520            33               6               0.000973          0.000029        -0.000       0.000       4.187
520            33               7               0.000973          0.000029        -0.000       0.000       6.087
520            33               8               0.000973          0.000029        -0.000       0.000       5.845
520            33               9               0.000973          0.000029        -0.000       0.000       5.749
520            33               10               0.000973          0.000029        -0.000       0.000       4.718
520            33               11               0.000973          0.000029        -0.000       0.000       5.865
520            33               12               0.000973          0.000029        -0.000       0.000       5.547
520            33               13               0.000973          0.000029        -0.000       0.000       4.625
520            33               14               0.000973          0.000029        -0.000       0.000       5.334
520            33               15               0.000973          0.000029        -0.000       0.000       4.370
520            33               16               0.000973          0.000029        -0.000       0.000       5.086
520            33               17               0.000973          0.000029        -0.000       0.000       3.917
520            33               18               0.000973          0.000029        -0.000       0.000       4.961
520            33               19               0.000973          0.000029        -0.000       0.000       4.901
520            33               20               0.000973          0.000029        -0.000       0.000       3.420
520            33               21               0.000973          0.000029        -0.000       0.000       4.548
520            33               22               0.000973          0.000029        -0.000       0.000       6.076
520            33               23               0.000973          0.000029        -0.000       0.000       3.876
520            33               24               0.000973          0.000029        -0.000       0.000       3.548
520            33               25               0.000973          0.000029        -0.000       0.000       6.358
520            33               26               0.000973          0.000029        -0.000       0.000       4.437
520            33               27               0.000973          0.000029        -0.000       0.000       3.481
520            33               28               0.000973          0.000029        -0.000       0.000       3.396
520            33               29               0.000973          0.000029        -0.000       0.000       6.119
520            33               30               0.000973          0.000029        -0.000       0.000       3.770
520            33               31               0.000973          0.000029        -0.000       0.000       4.347
520            33               32               0.000973          0.000029        -0.000       0.000       3.703
521            18               0               0.000575          0.000032        0.000       0.000       5.846
521            18               1               0.000575          0.000032        0.000       0.000       5.151
521            18               2               0.000575          0.000032        0.000       0.000       4.908
521            18               3               0.000575          0.000032        0.000       0.000       6.071
521            18               4               0.000575          0.000032        0.000       0.000       3.697
521            18               5               0.000575          0.000032        0.000       0.000       5.617
521            18               6               0.000575          0.000032        0.000       0.000       4.322
521            18               7               0.000575          0.000032        0.000       0.000       5.359
521            18               8               0.000575          0.000032        0.000       0.000       4.662
521            18               9               0.000575          0.000032        0.000       0.000       4.729
521            18               10               0.000575          0.000032        0.000       0.000       4.573
521            18               11               0.000575          0.000032        0.000       0.000       4.065
521            18               12               0.000575          0.000032        0.000       0.000       5.768
521            18               13               0.000575          0.000032        0.000       0.000       3.838
521            18               14               0.000575          0.000032        0.000       0.000       5.931
521            18               15               0.000575          0.000032        0.000       0.000       4.170
521            18               16               0.000575          0.000032        0.000       0.000       5.109
521            18               17               0.000575          0.000032        0.000       0.000       5.676
522            11               0               0.000285          0.000026        0.000       -0.000       4.069
522            11               1               0.000285          0.000026        0.000       -0.000       3.928
522            11               2               0.000285          0.000026        0.000       -0.000       4.499
522            11               3               0.000285          0.000026        0.000       0.000       3.470
522            11               4               0.000285          0.000026        0.000       0.000       3.524
522            11               5               0.000285          0.000026        0.000       -0.000       5.838
522            11               6               0.000285          0.000026        0.000       -0.000       5.851
522            11               7               0.000285          0.000026        0.000       -0.000       3.827
522            11               8               0.000285          0.000026        0.000       -0.000       5.488
522            11               9               0.000285          0.000026        0.000       -0.000       5.226
522            11               10               0.000285          0.000026        0.000       -0.000       4.277
523            32               0               0.000736          0.000023        0.000       -0.000       3.641
523            32               1               0.000736          0.000023        0.000       0.000       5.034
523            32               2               0.000736          0.000023        0.000       -0.000       3.758
523            32               3               0.000736          0.000023        0.000       0.000       4.889
523            32               4               0.000736          0.000023        0.000       0.000       5.028
523            32               5               0.000736          0.000023        0.000       0.000       5.125
523            32               6               0.000736          0.000023        0.000       -0.000       3.616
523            32               7               0.000736          0.000023        0.000       -0.000       3.432
523            32               8               0.000736          0.000023        0.000       -0.000       4.145
523            32               9               0.000736          0.000023        0.000       0.000       5.586
523            32               10               0.000736          0.000023        0.000       0.000       4.374
523            32               11               0.000736          0.000023        0.000       0.000       4.263
523            32               12               0.000736          0.000023        0.000       0.000       5.399
523            32               13               0.000736          0.000023        0.000       0.000       5.228
523            32               14               0.000736          0.000023        0.000       0.000       4.724
523            32               15               0.000736          0.000023        0.000       -0.000       3.880
523            32               16               0.000736          0.000023        0.000       0.000       4.676
523            32               17               0.000736          0.000023        0.000       -0.000       3.459
523            32               18               0.000736          0.000023        0.000       0.000       5.161
523            32               19               0.000736          0.000023        0.000       0.000       6.311
523            32               20               0.000736          0.000023        0.000       -0.000       3.517
523            32               21               0.000736          0.000023        0.000       0.000       4.532
523            32               22               0.000736          0.000023        0.000       0.000       4.481
523            32               23               0.000736          0.000023        0.000       0.000       4.251
523            32               24               0.000736          0.000023        0.000       -0.000       3.400
523            32               25               0.000736          0.000023        0.000       -0.000       4.219
523            32               26               0.000736          0.000023        -10000.000       -10000.000       -10000.000
523            32               27               0.000736          0.000023        -10000.000       -10000.000       -10000.000
523            32               28               0.000736          0.000023        -10000.000       -10000.000       -10000.000
523            32               29               0.000736          0.000023        -10000.000       -10000.000       -10000.000
523            32               30               0.000736          0.000023        -10000.000       -10000.000       -10000.000
523            32               31               0.000736          0.000023        -10000.000       -10000.000       -10000.000
524            34               0               0.000962          0.000028        0.000       -0.000       3.518
524            34               1               0.000962          0.000028        0.000       -0.000       5.042
524            34               2               0.000962          0.000028        0.000       -0.000       6.007
524            34               3               0.000962          0.000028        0.000       -0.000       5.178
524            34               4               0.000962          0.000028        0.000       -0.000       4.357
524            34               5               0.000962          0.000028        0.000       -0.000       6.121
524            34               6               0.000962          0.000028        0.000       -0.000       3.575
524            34               7               0.000962          0.000028        0.000       -0.000       4.574
524            34               8               0.000962          0.000028        0.000       -0.000       3.705
524            34               9               0.000962          0.000028        0.000       -0.000       6.009
524            34               10               0.000962          0.000028        0.000       -0.000       3.757
524            34               11               0.000962          0.000028        0.000       -0.000       4.427
524            34               12               0.000962          0.000028        0.000       -0.000       4.653
524            34               13               0.000962          0.000028        0.000       -0.000       5.275
524            34               14               0.000962          0.000028        0.000       -0.000       4.277
524            34               15               0.000962          0.000028        0.000       -0.000       4.459
524            34               16               0.000962          0.000028        0.000       -0.000       4.196
524            34               17               0.000962          0.000028        0.000       -0.000       3.441
524            34               18               0.000962          0.000028        0.000       -0.000       5.944
524            34               19               0.000962          0.000028        0.000       -0.000       4.079
524            34               20               0.000962          0.000028        0.000       -0.000       5.884
524            34               21               0.000962          0.000028        0.000       -0.000       5.765
524            34               22               0.000962          0.000028        0.000       -0.000       3.876
524            34               23               0.000962          0.000028        0.000       -0.000       4.210
524            34               24               0.000962          0.000028        0.000       -0.000       3.497
524            34               25               0.000962          0.000028        0.000       -0.000       5.823
524            34               26               0.000962          0.000028        0.000       -0.000       6.210
524            34               27               0.000962          0.000028        0.000       -0.000       3.460
524            34               28               0.000962          0.000028        0.000       -0.000       3.414
524            34               29               0.000962          0.000028        0.000       -0.000       4.150
524            34               30               0.000962          0.000028        0.000       -0.000       4.936
524            34               31               0.000962          0.000028        0.000       -0.000       4.582
524            34               32               0.000962          0.000028        0.000       -0.000       6.102
524            34               33               0.000962          0.000028        -10000.000       -10000.000       -10000.000
525            21               0               0.000721          0.000034        0.000       -0.000       4.187
525            21               1               0.000721          0.000034        0.000       -0.000       6.278
525            21               2               0.000721          0.000034        0.000       -0.000       4.252
525            21               3               0.000721          0.000034        0.000       -0.000       3.856
525            21               4               0.000721          0.000034        0.000       -0.000       5.499
525            21               5               0.000721          0.000034        0.000       -0.000       4.087
525            21               6               0.000721          0.000034        0.000       -0.000       3.475
525            21               7               0.000721          0.000034        0.000       -0.000       5.381
525            21               8               0.000721          0.000034        0.000       -0.000       3.724
525            21               9               0.000721          0.000034        0.000       -0.000       5.665
525            21               10               0.000721          0.000034        0.000       -0.000       6.298
525            21               11               0.000721          0.000034        0.000       -0.000       5.250
525            21               12               0.000721          0.000034        0.000       -0.000       3.562
525            21               13               0.000721          0.000034        0.000       -0.000       3.909
525            21               14               0.000721          0.000034        0.000       -0.000       5.786
525            21               15               0.000721          0.000034        0.000       -0.000       4.901
525            21               16               0.000721          0.000034        0.000       -0.000       6.081
525            21               17               0.000721          0.000034        0.000       -0.000       4.642
525            21               18               0.000721          0.000034        0.000       -0.000       3.926
525            21               19               0.000721          0.000034        0.000       -0.000       5.072
525            21               20               0.000721          0.000034        0.000       -0.000       5.459
526            39               0               0.001224          0.000031        -0.000       -0.000       4.106
526            39               1               0.001224          0.000031        -0.000       -0.000       4.605
526            39               2               0.001224          0.000031        -0.000       -0.000       4.025
526            39               3               0.001224          0.000031        -0.000       -0.000       4.079
526            39               4               0.001224          0.000031        -0.000       -0.000       4.185
526            39               5               0.001224          0.000031        -0.000       0.000       5.632
526            39               6               0.001224          0.000031        -0.000       0.000       6.032
526            39               7               0.001224          0.000031        -0.000       0.000       6.276
526            39               8               0.001224          0.000031        -0.000       -0.000       4.922
526            39               9               0.001224          0.000031        -0.000       -0.000       3.701
526            39               10               0.001224          0.000031        -0.000       -0.000       4.516
526            39               11               0.001224          0.000031        -0.000       -0.000       4.323
526            39               12               0.001224          0.000031        -0.000       -0.000       5.095
526            39               13               0.001224          0.000031        -0.000       0.000       5.404
526            39               14               0.001224          0.000031        -0.000       0.000       5.693
526            39               15               0.001224          0.000031        -0.000       0.000       5.931
526            39               16               0.001224          0.000031        -0.000       -0.000       4.734
526            39               17               0.001224          0.000031        -0.000       -0.000       4.608
526            39               18               0.001224          0.000031        -0.000       0.000       5.449
526            39               19               0.001224          0.000031        -0.000       -0.000       3.712
526            39               20               0.001224          0.000031        -0.000       -0.000       4.341
526            39               21               0.001224          0.000031        -0.000       -0.000       3.720
526            39               22               0.001224          0.000031        -0.000       0.000       5.853
526            39               23               0.001224          0.000031        -0.000       -0.000       4.600
526            39               24               0.001224          0.000031        -0.000       -0.000       4.406
526            39               25               0.001224          0.000031        -0.000       -0.000       3.523
526            39               26               0.001224          0.000031        -0.000       0.000       5.979
526            39               27               0.001224          0.000031        -0.000       0.000       5.709
526            39               28               0.001224          0.000031        -0.000       -0.000       4.023
526            39               29               0.001224          0.000031        -0.000       -0.000       4.966
526            39               30               0.001224          0.000031        -0.000       -0.000       3.853
526            39               31               0.001224          0.000031        -0.000       -0.000       4.162
526            39               32               0.001224          0.000031        -0.000       -0.000       3.913
526            39               33               0.001224          0.000031        -0.000       -0.000       4.631
526            39               34               0.001224          0.000031        -0.000       -0.000       4.304
526            39               35               0.001224          0.000031        -0.000       -0.000       3.776
526            39               36               0.001224          0.000031        -0.000       -0.000       4.661
526            39               37               0.001224          0.000031        -0.000       0.000       5.632
526            39               38               0.001224          0.000031        -0.000       0.000       6.294
527            51               0               0.001374          0.000027        0.015       0.010       5.557
527            51               1               0.001374          0.000027        0.014       0.009       5.557
527            51               2               0.001374          0.000027        0.010       0.006       5.557
527            51               3               0.001374          0.000027        0.013       0.008       5.557
527            51               4               0.001374          0.000027        0.012       0.008       5.557
527            51               5               0.001374          0.000027        0.003       0.002       5.557
527            51               6               0.001374          0.000027        0.021       0.013       5.557
527            51               7               0.001374          0.000027        0.015       0.010       5.557
527            51               8               0.001374          0.000027        0.010       0.007       5.557
527            51               9               0.001374          0.000027        0.007       0.004       5.557
527            51               10               0.001374          0.000027        0.019       0.012       5.557
527            51               11               0.001374          0.000027        0.011       0.007       5.557
527            51               12               0.001374          0.000027        0.002       0.001       5.557
527            51               13               0.001374          0.000027        0.002       0.001       5.557
527            51               14               0.001374          0.000027        0.001       0.000       5.556
527            51               15               0.001374          0.000027        0.007       0.004       5.557
527            51               16               0.001374          0.000027        0.013       0.008       5.557
527            51               17               0.001374          0.000027        0.017       0.011       5.557
527            51               18               0.001374          0.000027        0.006       0.004       5.557
527            51               19               0.001374          0.000027        0.008       0.005       5.557
527            51               20               0.001374          0.000027        0.017       0.011       5.557
527            51               21               0.001374          0.000027        0.013       0.008       5.557
527            51               22               0.001374          0.000027        0.005       0.004       5.557
527            51               23               0.001374          0.000027        0.011       0.007       5.557
527            51               24               0.001374          0.000027        0.013       0.008       5.557
527            51               25               0.001374          0.000027        0.007       0.005       5.557
527            51               26               0.001374          0.000027        0.009       0.006       5.557
527            51               27               0.001374          0.000027        0.005       0.003       5.557
527            51               28               0.001374          0.000027        0.002       0.001       5.557
527            51               29               0.001374          0.000027        0.004       0.003       5.557
527            51               30               0.001374          0.000027        0.015       0.010       5.557
527            51               31               0.001374          0.000027        0.018       0.011       5.557
527            51               32               0.001374          0.000027        0.002       0.001       5.557
527            51               33               0.001374          0.000027        0.001       0.001       5.557
527            51               34               0.001374          0.000027        0.006       0.004       5.557
527            51               35               0.001374          0.000027        0.007       0.004       5.557
527            51               36               0.001374          0.000027        0.019       0.012       5.557
527            51               37               0.001374          0.000027        0.011       0.007       5.557
527            51               38               0.001374          0.000027        0.005       0.003       5.557
527            51               39               0.001374          0.000027        0.008       0.005       5.557
527            51               40               0.001374          0.000027        0.018       0.012       5.557
527            51               41               0.001374          0.000027        0.007       0.005       5.557
527            51               42               0.001374          0.000027        0.021       0.014       5.557
527            51               43               0.001374          0.000027        -10000.000       -10000.000       -10000.000
527            51               44               0.001374          0.000027        -10000.000       -10000.000       -10000.000
527            51               45               0.001374          0.000027        -10000.000       -10000.000       -10000.000
527            51               46               0.001374          0.000027        -10000.000       -10000.000       -10000.000
527            51               47               0.001374          0.000027        -10000.000       -10000.000       -10000.000
527            51               48               0.001374          0.000027        -10000.000       -10000.000       -10000.000
527            51               49               0.001374          0.000027        -10000.000       -10000.000       -10000.000
527            51               50               0.001374          0.000027        -10000.000       -10000.000       -10000.000
528            31               0               0.000934          0.000030        0.000       0.000       3.423
528            31               1               0.000934          0.000030        0.000       0.000       3.880
528            31               2               0.000934          0.000030        0.000       0.000       6.079
528            31               3               0.000934          0.000030        0.000       0.000       3.856
528            31               4               0.000934          0.000030        0.000       0.000       5.112
528            31               5               0.000934          0.000030        0.000       0.000       6.105
528            31               6               0.000934          0.000030        0.000       0.000       5.079
528            31               7               0.000934          0.000030        0.000       0.000       4.238
528            31               8               0.000934          0.000030        0.000       0.000       4.507
528            31               9               0.000934          0.000030        0.000       0.000       5.333
528            31               10               0.000934          0.000030        0.000       0.000       6.154
528            31               11               0.000934          0.000030        0.000       0.000       5.867
528            31               12               0.000934          0.000030        0.000       0.000       5.430
528            31               13               0.000934          0.000030        0.000       0.000       5.580
528            31               14               0.000934          0.000030        0.000       0.000       6.063
528            31               15               0.000934          0.000030        0.000       0.000       5.103
528            31               16               0.000934          0.000030        0.000       0.000       3.501
528            31               17               0.000934          0.000030        0.000       0.000       6.052
528            31               18               0.000934          0.000030        0.000       0.000       6.239
528            31               19               0.000934          0.000030        0.000       0.000       3.417
528            31               20               0.000934          0.000030        0.000       0.000       4.752
528            31               21               0.000934          0.000030        0.000       0.000       4.801
528            31               22               0.000934          0.000030        0.000       0.000       3.443
528            31               23               0.000934          0.000030        0.000       0.000       4.092
528            31               24               0.000934          0.000030        0.000       0.000       3.567
528            31               25               0.000934          0.000030        0.000       0.000       4.843
528            31               26               0.000934          0.000030        0.000       0.000       3.510
528            31               27               0.000934          0.000030        0.000       0.000       6.125
528            31               28               0.000934          0.000030        0.000       0.000       3.921
528            31               29               0.000934          0.000030        0.000       0.000       5.144
528            31               30               0.000934          0.000030        0.000       0.000       5.851
529            26               0               0.000675          0.000026        0.000       0.000       3.565
529            26               1               0.000675          0.000026        0.000       0.000       4.713
529            26               2               0.000675          0.000026        0.000       0.000       6.306
529            26               3               0.000675          0.000026        0.000       0.000       3.710
